date,day,new_hosp,new_icu,new_deaths,new_cases,new_nonicu,cases_complete,deaths_complete
2023-04-03,Monday,35,3.857142857142857,4.285714285714286,291.7142857142857,31.142857142857142,TRUE,TRUE
2023-04-04,Tuesday,35.285714285714285,3.4285714285714284,4.571428571428571,283.14285714285717,31.857142857142858,TRUE,TRUE
2023-04-05,Wednesday,34.285714285714285,3.5714285714285716,4.571428571428571,277.57142857142856,30.714285714285715,TRUE,TRUE
2023-04-06,Thursday,32.857142857142854,3.142857142857143,4.285714285714286,271.14285714285717,29.714285714285715,TRUE,TRUE
2023-04-07,Friday,32.57142857142857,3.4285714285714284,5,271.14285714285717,29.142857142857142,TRUE,TRUE
2023-04-08,Saturday,30.714285714285715,3.5714285714285716,5.714285714285714,267.85714285714283,27.142857142857142,TRUE,TRUE
2023-04-09,Sunday,31,3.4285714285714284,4.857142857142857,259.42857142857144,27.571428571428573,TRUE,TRUE
2023-04-10,Monday,31,4,4.714285714285714,249.57142857142858,27,TRUE,TRUE
2023-04-11,Tuesday,31.142857142857142,4.857142857142857,4.857142857142857,243,26.285714285714285,TRUE,TRUE
2023-04-12,Wednesday,30.428571428571427,4.857142857142857,4.857142857142857,242.14285714285714,25.571428571428573,TRUE,TRUE
2023-04-13,Thursday,31.285714285714285,5.857142857142857,5.714285714285714,238.71428571428572,25.428571428571427,TRUE,TRUE
2023-04-14,Friday,29.428571428571427,6.714285714285714,5,230.42857142857142,22.714285714285715,TRUE,TRUE
2023-04-15,Saturday,28,6.142857142857143,4.142857142857143,225.42857142857142,21.857142857142858,TRUE,TRUE
2023-04-16,Sunday,25.428571428571427,6.142857142857143,4.714285714285714,223.28571428571428,19.285714285714285,TRUE,TRUE
2023-04-17,Monday,23.857142857142858,6,4.428571428571429,205,17.857142857142858,TRUE,TRUE
2023-04-18,Tuesday,23.428571428571427,5.571428571428571,4,200.71428571428572,17.857142857142858,TRUE,TRUE
2023-04-19,Wednesday,22.428571428571427,6,4.285714285714286,185.28571428571428,16.428571428571427,TRUE,TRUE
2023-04-20,Thursday,21.714285714285715,5.142857142857143,3.857142857142857,176.57142857142858,16.571428571428573,TRUE,TRUE
2023-04-21,Friday,23.285714285714285,3.7142857142857144,3.857142857142857,167.71428571428572,19.571428571428573,TRUE,TRUE
2023-04-22,Saturday,25,3.857142857142857,3.7142857142857144,167.14285714285714,21.142857142857142,TRUE,TRUE
2023-04-23,Sunday,26.285714285714285,4,3.5714285714285716,168,22.285714285714285,TRUE,TRUE
2023-04-24,Monday,24.857142857142858,3.2857142857142856,4.142857142857143,171.71428571428572,21.571428571428573,TRUE,TRUE
2023-04-25,Tuesday,24,3.2857142857142856,4.142857142857143,165.57142857142858,20.714285714285715,TRUE,TRUE
2023-04-26,Wednesday,24,2.5714285714285716,3.7142857142857144,169.57142857142858,21.428571428571427,TRUE,TRUE
2023-04-27,Thursday,23.285714285714285,2.857142857142857,3.5714285714285716,170.71428571428572,20.428571428571427,TRUE,TRUE
2023-04-28,Friday,21.142857142857142,3,3,170.42857142857142,18.142857142857142,TRUE,TRUE
2023-04-29,Saturday,19.857142857142858,3.4285714285714284,2.857142857142857,169.28571428571428,16.428571428571427,TRUE,TRUE
2023-04-30,Sunday,19.714285714285715,3.2857142857142856,3,168.28571428571428,16.428571428571427,TRUE,TRUE
2023-05-01,Monday,19.714285714285715,3.7142857142857144,3,169.57142857142858,16,TRUE,TRUE
2023-05-02,Tuesday,20,3.7142857142857144,3,171.42857142857142,16.285714285714285,TRUE,TRUE
2023-05-03,Wednesday,18.285714285714285,3.4285714285714284,3.2857142857142856,166.85714285714286,14.857142857142858,TRUE,TRUE
2023-05-04,Thursday,17.142857142857142,2.7142857142857144,2.857142857142857,158.14285714285714,14.428571428571429,TRUE,TRUE
2023-05-05,Friday,17.428571428571427,2.857142857142857,3.2857142857142856,164.28571428571428,14.571428571428571,TRUE,TRUE
2023-05-06,Saturday,18.285714285714285,3.2857142857142856,3.2857142857142856,165.42857142857142,15,TRUE,TRUE
2023-05-07,Sunday,17.857142857142858,3.2857142857142856,3,163.57142857142858,14.571428571428571,TRUE,TRUE
2023-05-08,Monday,19,3,2.4285714285714284,156.85714285714286,16,TRUE,TRUE
2023-05-09,Tuesday,18.428571428571427,2.857142857142857,2.4285714285714284,153.42857142857142,15.571428571428571,TRUE,TRUE
2023-05-10,Wednesday,18.428571428571427,3,2.5714285714285716,147.71428571428572,15.428571428571429,TRUE,TRUE
2023-05-11,Thursday,17.571428571428573,3.2857142857142856,2.7142857142857144,146.85714285714286,14.285714285714286,TRUE,TRUE
2023-05-12,Friday,16.857142857142858,3,2.7142857142857144,131.57142857142858,13.857142857142858,TRUE,TRUE
2023-05-13,Saturday,15,1.8571428571428572,2.857142857142857,124.42857142857143,13.142857142857142,TRUE,TRUE
2023-05-14,Sunday,14.571428571428571,2.4285714285714284,3.4285714285714284,122.28571428571429,12.142857142857142,TRUE,TRUE
2023-05-15,Monday,13.142857142857142,2.4285714285714284,3.4285714285714284,109.14285714285714,10.714285714285714,TRUE,TRUE
2023-05-16,Tuesday,12,2.142857142857143,3.2857142857142856,99.57142857142857,9.857142857142858,TRUE,TRUE
2023-05-17,Wednesday,11,2.142857142857143,2.7142857142857144,90.71428571428571,8.857142857142858,TRUE,TRUE
2023-05-18,Thursday,11.571428571428571,2,3.4285714285714284,85.57142857142857,9.571428571428571,TRUE,TRUE
2023-05-19,Friday,11.428571428571429,2.2857142857142856,3.2857142857142856,85.71428571428571,9.142857142857142,TRUE,TRUE
2023-05-20,Saturday,11.857142857142858,2.2857142857142856,3.5714285714285716,83.57142857142857,9.571428571428571,TRUE,TRUE
2023-05-21,Sunday,11.571428571428571,1.5714285714285714,3.4285714285714284,80.28571428571429,10,TRUE,TRUE
2023-05-22,Monday,11.142857142857142,1.4285714285714286,3.5714285714285716,69.71428571428571,9.714285714285714,TRUE,TRUE
2023-05-23,Tuesday,11.571428571428571,1.2857142857142858,3.5714285714285716,55.42857142857143,10.285714285714286,TRUE,TRUE
2023-05-24,Wednesday,11.428571428571429,1,4.142857142857143,NA,10.428571428571429,TRUE,TRUE
2023-05-25,Thursday,11.285714285714286,1,3.2857142857142856,NA,10.285714285714286,TRUE,TRUE
2023-05-26,Friday,11,0.7142857142857143,3,NA,10.285714285714286,TRUE,TRUE
2023-05-27,Saturday,11,0.8571428571428571,2.4285714285714284,NA,10.142857142857142,TRUE,TRUE
2023-05-28,Sunday,9.857142857142858,1,1.7142857142857142,NA,8.857142857142858,TRUE,TRUE
2023-05-29,Monday,9,0.8571428571428571,1.2857142857142858,NA,8.142857142857142,TRUE,TRUE
2023-05-30,Tuesday,8.428571428571429,1.2857142857142858,1.4285714285714286,NA,7.142857142857143,TRUE,TRUE
2023-05-31,Wednesday,8.714285714285714,1.1428571428571428,0.7142857142857143,NA,7.571428571428571,TRUE,TRUE
2023-06-01,Thursday,7.285714285714286,1.1428571428571428,0.7142857142857143,NA,6.142857142857143,TRUE,TRUE
2023-06-02,Friday,6.571428571428571,1,1.2857142857142858,NA,5.571428571428571,TRUE,TRUE
2023-06-03,Saturday,6.142857142857143,1,1.2857142857142858,NA,5.142857142857143,TRUE,TRUE
2023-06-04,Sunday,6.142857142857143,1,1.5714285714285714,NA,5.142857142857143,TRUE,TRUE
2023-06-05,Monday,6.428571428571429,1.1428571428571428,1.8571428571428572,NA,5.285714285714286,TRUE,TRUE
2023-06-06,Tuesday,5.571428571428571,1,1.4285714285714286,NA,4.571428571428571,TRUE,TRUE
2023-06-07,Wednesday,5.571428571428571,1.1428571428571428,1.4285714285714286,NA,4.428571428571429,TRUE,TRUE
2023-06-08,Thursday,5.714285714285714,1,1.5714285714285714,NA,4.714285714285714,TRUE,TRUE
2023-06-09,Friday,5.714285714285714,1,1,NA,4.714285714285714,TRUE,TRUE
2023-06-10,Saturday,5.285714285714286,1.1428571428571428,1,NA,4.142857142857143,TRUE,TRUE
2023-06-11,Sunday,6,0.8571428571428571,1.2857142857142858,NA,5.142857142857143,TRUE,TRUE
2023-06-12,Monday,6.428571428571429,1.1428571428571428,1.1428571428571428,NA,5.285714285714286,TRUE,TRUE
2023-06-13,Tuesday,7,1,1.5714285714285714,NA,6,TRUE,TRUE
2023-06-14,Wednesday,6.571428571428571,1,1.7142857142857142,NA,5.571428571428571,TRUE,TRUE
2023-06-15,Thursday,6.571428571428571,1,1.4285714285714286,NA,5.571428571428571,TRUE,TRUE
2023-06-16,Friday,6.857142857142857,1.1428571428571428,1.8571428571428572,NA,5.714285714285714,TRUE,TRUE
2023-06-17,Saturday,6.857142857142857,1,2,NA,5.857142857142857,TRUE,TRUE
2023-06-18,Sunday,6,1,1.7142857142857142,NA,5,TRUE,TRUE
