date,icu_used_pct,nonicu_used_pct,covid_pct_icu,covid_pct_nonicu,inuse_icu_non_covid,inuse_icu_covid,inuse_non_icu_covid,inuse_non_icu_non_covid,inuse_beds_surge,inuse_non_icu_na,inuse_icu_na,inuse_vents,avail_beds,avail_non_icu,avail_icu,avail_vents,surge_beds,surge_ventilators
2020-03-27,NA,NA,NA,NA,NA,NA,NA,NA,0,4616,825,997,0,5920,1083,1270,0,0
2020-03-28,NA,NA,NA,NA,NA,NA,NA,NA,0,4209,757,968,0,5419,999,1233,0,0
2020-03-29,NA,NA,NA,NA,NA,NA,NA,NA,0,4051,727,969,0,5322,989,1245,0,0
2020-03-30,NA,NA,NA,NA,NA,NA,NA,NA,0,4393,782,999,0,5797,1057,1271,0,0
2020-03-31,NA,NA,NA,NA,NA,NA,NA,NA,0,4122,736,978,0,5459,982,936,0,0
2020-04-01,NA,NA,NA,NA,NA,NA,NA,NA,0,4631,816,1103,0,5981,1084,1341,0,0
2020-04-02,NA,NA,NA,NA,NA,NA,NA,NA,0,4484,816,1025,0,5794,1068,1369,0,0
2020-04-03,NA,NA,NA,NA,NA,NA,NA,NA,0,6731,867,456,0,8819,1150,943,0,0
2020-04-04,NA,NA,NA,NA,NA,NA,NA,NA,0,6616,833,1014,0,8820,1149,1428,0,0
2020-04-05,NA,NA,NA,NA,NA,NA,NA,NA,0,6550,837,1015,0,8820,1147,1425,0,0
2020-04-06,NA,NA,NA,NA,NA,NA,NA,NA,0,6588,844,1048,0,8828,1147,1410,0,0
2020-04-07,NA,NA,NA,NA,NA,NA,NA,NA,0,6723,855,983,0,8682,1138,1457,0,0
2020-04-08,NA,NA,NA,NA,NA,NA,NA,NA,0,6305,886,829,144,7890,1185,912,144,910
2020-04-09,NA,NA,NA,NA,NA,NA,NA,NA,0,6270,886,867,0,7887,1195,888,0,0
2020-04-10,NA,NA,NA,NA,NA,NA,NA,NA,431,6170,921,530,865,7847,1222,873,865,1376
2020-04-11,NA,NA,NA,NA,NA,NA,NA,NA,0,6038,921,528,1462,7768,1220,873,1462,1387
2020-04-12,NA,NA,NA,NA,NA,NA,NA,NA,0,6011,933,538,1454,7768,1220,863,1454,1411
2020-04-13,NA,NA,NA,NA,NA,NA,NA,NA,0,6035,941,528,1416,7766,1222,873,1416,1409
2020-04-14,NA,NA,NA,NA,NA,NA,NA,NA,0,5967,932,546,1403,7726,1222,855,1403,1408
2020-04-15,NA,NA,NA,NA,NA,NA,NA,NA,0,5958,931,527,1411,7726,1222,874,1411,1412
2020-04-16,NA,NA,NA,NA,NA,NA,NA,NA,0,6086,932,554,1416,7726,1222,847,1416,1417
2020-04-17,NA,NA,NA,NA,NA,NA,NA,NA,0,6026,933,535,1388,7726,1222,866,1388,1435
2020-04-18,NA,NA,NA,NA,NA,NA,NA,NA,0,6014,927,546,1389,7726,1222,855,1389,1423
2020-04-19,NA,NA,NA,NA,NA,NA,NA,NA,0,5994,941,554,1387,7726,1222,847,1387,1422
2020-04-20,NA,NA,NA,NA,NA,NA,NA,NA,0,6023,950,519,1385,7721,1244,882,1385,1421
2020-04-21,NA,NA,NA,NA,NA,NA,NA,NA,0,6090,967,522,1380,7721,1244,883,1380,1418
2020-04-22,NA,NA,NA,NA,NA,NA,NA,NA,0,6113,950,508,1364,7722,1244,897,1364,1420
2020-04-23,NA,NA,NA,NA,NA,NA,NA,NA,0,6078,954,522,1347,7722,1244,916,1347,1422
2020-04-24,NA,NA,NA,NA,NA,NA,NA,NA,0,6042,962,502,1351,7722,1244,936,1351,1421
2020-04-25,NA,NA,NA,NA,NA,NA,NA,NA,0,6039,957,485,1348,7722,1244,953,1348,1421
2020-04-26,NA,NA,NA,NA,NA,NA,NA,NA,0,6029,952,489,1334,7722,1244,949,1334,1418
2020-04-27,NA,NA,NA,NA,NA,NA,NA,NA,0,6056,936,463,1337,7722,1244,975,1337,1435
2020-04-28,NA,NA,NA,NA,NA,NA,NA,NA,0,6112,961,484,1346,7724,1244,954,1346,1418
2020-04-29,NA,NA,NA,NA,NA,NA,NA,NA,0,6118,972,500,1343,7724,1244,938,1343,1418
2020-04-30,NA,NA,NA,NA,NA,NA,NA,NA,0,6139,986,496,1344,7724,1244,942,1344,1406
2020-05-01,NA,NA,NA,NA,NA,NA,NA,NA,0,6170,981,523,1339,7724,1244,915,1339,1406
2020-05-02,NA,NA,NA,NA,NA,NA,NA,NA,0,6173,991,524,1339,7724,1244,913,1339,1406
2020-05-03,NA,NA,NA,NA,NA,NA,NA,NA,0,6105,972,504,1338,7724,1244,933,1338,1405
2020-05-04,NA,NA,NA,NA,NA,NA,NA,NA,0,6083,981,507,1342,7724,1244,930,1342,1403
2020-05-05,NA,NA,NA,NA,NA,NA,NA,NA,0,6174,993,511,1343,7724,1244,926,1343,1403
2020-05-06,NA,NA,NA,NA,NA,NA,NA,NA,0,6154,1024,530,1351,7724,1244,909,1351,1404
2020-05-07,NA,NA,NA,NA,NA,NA,NA,NA,0,6143,1025,507,1354,7727,1241,932,1354,1406
2020-05-08,NA,NA,NA,NA,NA,NA,NA,NA,0,6171,1008,526,1353,7727,1241,913,1353,1406
2020-05-09,NA,NA,NA,NA,NA,NA,NA,NA,0,6161,1018,523,1354,7727,1241,916,1354,1405
2020-05-10,NA,NA,NA,NA,NA,NA,NA,NA,0,6143,996,549,1353,7727,1241,890,1353,1405
2020-05-11,NA,NA,NA,NA,NA,NA,NA,NA,0,6045,961,562,1355,7727,1241,881,1355,1401
2020-05-12,NA,NA,NA,NA,NA,NA,NA,NA,0,6223,1007,527,1354,7727,1241,916,1354,1401
2020-05-13,NA,NA,NA,NA,NA,NA,NA,NA,0,6154,991,529,1347,7727,1241,914,1347,1401
2020-05-14,NA,NA,NA,NA,NA,NA,NA,NA,0,6110,984,566,1354,7727,1241,877,1354,1403
2020-05-15,NA,NA,NA,NA,NA,NA,NA,NA,0,6302,1009,581,1354,7727,1241,862,1354,1401
2020-05-16,NA,NA,NA,NA,NA,NA,NA,NA,0,6221,1005,584,1310,7727,1241,859,1310,1398
2020-05-17,NA,NA,NA,NA,NA,NA,NA,NA,0,6064,993,592,1300,7727,1241,851,1300,1395
2020-05-18,NA,NA,NA,NA,NA,NA,NA,NA,0,6087,1011,580,1292,7727,1241,863,1292,1395
2020-05-19,NA,NA,NA,NA,NA,NA,NA,NA,0,6146,1034,598,1124,7687,1261,845,1124,1397
2020-05-20,NA,NA,NA,NA,NA,NA,NA,NA,0,6308,1047,602,1093,7687,1261,839,1093,1399
2020-05-21,NA,NA,NA,NA,NA,NA,NA,NA,0,6396,1045,580,1120,7688,1257,857,1120,1335
2020-05-22,NA,NA,NA,NA,NA,NA,NA,NA,533,6440,1071,594,1041,7688,1257,843,1041,1449
2020-05-23,NA,NA,NA,NA,NA,NA,NA,NA,331,6391,1041,608,1041,7688,1257,829,1041,1449
2020-05-24,NA,NA,NA,NA,NA,NA,NA,NA,354,6281,1027,587,1041,7688,1257,850,1041,1449
2020-05-25,NA,NA,NA,NA,NA,NA,NA,NA,354,6291,1010,583,1126,7688,1257,854,1126,1449
2020-05-26,NA,NA,NA,NA,NA,NA,NA,NA,191,6376,1015,576,957,7688,1257,861,957,1449
